Date,scaler,sigma,target
2018-06-20,2.0,0.0,0.1
2018-06-21,2.0,0.0,0.1
2018-06-22,2.0,0.0,0.1
2018-06-25,2.0,0.0,0.1
2018-06-26,2.0,0.0,0.1
2018-06-27,2.0,0.0,0.1
2018-06-28,2.0,0.0,0.1
2018-06-29,2.0,0.0,0.1
2018-07-02,2.0,0.0,0.1
2018-07-03,2.0,0.0,0.1
2018-07-05,2.0,0.0,0.1
2018-07-06,2.0,0.0,0.1
2018-07-09,2.0,0.0,0.1
2018-07-10,2.0,0.0,0.1
2018-07-11,2.0,0.0,0.1
2018-07-12,2.0,0.0,0.1
2018-07-13,2.0,0.0,0.1
2018-07-16,2.0,0.0,0.1
2018-07-17,2.0,0.0,0.1
2018-07-18,2.0,0.0,0.1
2018-07-19,2.0,0.0,0.1
2018-07-20,2.0,0.0,0.1
2018-07-23,2.0,0.0,0.1
2018-07-24,2.0,0.0,0.1
2018-07-25,2.0,0.0,0.1
2018-07-26,2.0,0.0,0.1
2018-07-27,2.0,0.0,0.1
2018-07-30,2.0,0.0,0.1
2018-07-31,2.0,0.0,0.1
2018-08-01,2.0,0.0,0.1
2018-08-02,2.0,0.0,0.1
2018-08-03,2.0,0.0,0.1
2018-08-06,2.0,0.0,0.1
2018-08-07,2.0,0.0,0.1
2018-08-08,2.0,0.0,0.1
2018-08-09,2.0,0.0,0.1
2018-08-10,2.0,0.0,0.1
2018-08-13,2.0,0.0,0.1
2018-08-14,2.0,0.0,0.1
2018-08-15,2.0,0.0,0.1
2018-08-16,2.0,0.0,0.1
2018-08-17,2.0,0.0,0.1
2018-08-20,2.0,0.0,0.1
2018-08-21,2.0,0.0,0.1
2018-08-22,2.0,0.0,0.1
2018-08-23,2.0,0.0,0.1
2018-08-24,2.0,0.0,0.1
2018-08-27,2.0,0.0,0.1
2018-08-28,2.0,0.0,0.1
2018-08-29,2.0,0.0,0.1
2018-08-30,2.0,0.0,0.1
2018-08-31,2.0,0.005740702849435493,0.1
2018-09-04,2.0,0.009886666916793758,0.1
2018-09-05,2.0,0.009896553422790947,0.1
2018-09-06,2.0,0.010901289209007386,0.1
2018-09-07,2.0,0.01370896562471546,0.1
2018-09-10,2.0,0.014505273624307568,0.1
2018-09-11,2.0,0.015364341603790558,0.1
2018-09-12,2.0,0.015893561711921633,0.1
2018-09-13,2.0,0.018942211110660002,0.1
2018-09-14,2.0,0.018862896332712837,0.1
2018-09-17,2.0,0.01943180586376952,0.1
2018-09-18,2.0,0.020811236336399,0.1
2018-09-19,2.0,0.02049562982453334,0.1
2018-09-20,2.0,0.028033164791835288,0.1
2018-09-21,2.0,0.027624776259279477,0.1
2018-09-24,2.0,0.03000136808063525,0.1
2018-09-25,2.0,0.030086910739564047,0.1
2018-09-26,2.0,0.03068633370024629,0.1
2018-09-27,2.0,0.030358224379621695,0.1
2018-09-28,2.0,0.029884952839457524,0.1
2018-10-01,2.0,0.030015354599372344,0.1
2018-10-02,2.0,0.03034359851450806,0.1
2018-10-03,2.0,0.0305757044432951,0.1
2018-10-04,2.0,0.033836907687316946,0.1
2018-10-05,2.0,0.03455449611692785,0.1
2018-10-08,2.0,0.0340210818722988,0.1
2018-10-09,2.0,0.034146846622181835,0.1
2018-10-10,1.3498196877562503,0.07408396907162162,0.1
2018-10-11,1.2007724238189872,0.08327972729583162,0.1
2018-10-12,1.1757844499921593,0.0850496024170645,0.1
2018-10-15,1.1913756469066041,0.08393658226911813,0.1
2018-10-16,1.0743189995912212,0.09308222235485926,0.1
2018-10-17,1.090535448168348,0.09169807379297845,0.1
2018-10-18,1.0604355063349389,0.09430087865090306,0.1
2018-10-19,1.0773849933079889,0.09281733142853726,0.1
2018-10-22,1.0826743004465995,0.09236388077074549,0.1
2018-10-23,1.085722511340298,0.0921045653521105,0.1
2018-10-24,0.9330796363593181,0.10717198843839217,0.1
2018-10-25,0.9069290466577177,0.11026220889994365,0.1
2018-10-26,0.873965016720953,0.11442105586238684,0.1
2018-10-29,0.8837110761426122,0.11315915653846816,0.1
2018-10-30,0.8502525841877687,0.11761210945983568,0.1
2018-10-31,0.8560479091215236,0.11681589188462595,0.1
2018-11-01,0.842924003589561,0.11863465694908873,0.1
2018-11-02,0.8498071054073745,0.117673763097171,0.1
2018-11-05,0.8538288109109955,0.11711949599511016,0.1
2018-11-06,0.859452399760125,0.11635315699614106,0.1
2018-11-07,0.8166565785906738,0.12245049219167829,0.1
2018-11-08,0.8275795980424061,0.1208342982796392,0.1
2018-11-09,0.8292692839429574,0.12058809114998967,0.1
2018-11-12,0.8015309513163296,0.12476124575822442,0.1
2018-11-13,0.8135602132109396,0.12291653202326899,0.1
2018-11-14,0.8226561786386111,0.12155746543530128,0.1
2018-11-15,0.8241934866597362,0.12133073315742479,0.1
2018-11-16,0.8327661734981633,0.12008172663874485,0.1
2018-11-19,0.819729847638199,0.12199141008238194,0.1
2018-11-20,0.7859667442965793,0.1272318462907709,0.1
2018-11-21,0.7970098031915086,0.1254689711463582,0.1
2018-11-23,0.8022490229154571,0.12464957531090473,0.1
2018-11-26,0.789416847925152,0.12667578638945065,0.1
2018-11-27,0.801750607364629,0.12472706485212665,0.1
2018-11-28,0.7656879792457113,0.13060150180039556,0.1
2018-11-29,0.7778876717565236,0.128553264990295,0.1
2018-11-30,0.7828993975026687,0.127730332043919,0.1
2018-12-03,0.7761782175616064,0.12883639058327845,0.1
2018-12-04,0.7102681037070816,0.14079190587057608,0.1
2018-12-06,0.7206353322906786,0.13876644055479587,0.1
2018-12-07,0.6988163503079329,0.14309911317320365,0.1
2018-12-10,0.7099807667268749,0.14084888589449546,0.1
2018-12-11,0.7213378561761226,0.13863129342761668,0.1
2018-12-12,0.7300960175734391,0.13696828580487522,0.1
2018-12-13,0.7415336011605478,0.13485565568909294,0.1
2018-12-14,0.7259588584139496,0.137748852901219,0.1
2018-12-17,0.7009206420830677,0.1426695035015801,0.1
2018-12-18,0.7118917353191843,0.1404707977894475,0.1
2018-12-19,0.7053729504142433,0.14176897475480618,0.1
2018-12-20,0.696073513985016,0.1436629867260725,0.1
2018-12-21,0.6796010229659486,0.14714515814525267,0.1
2018-12-24,0.6354887476165715,0.1573591985303507,0.1
2018-12-26,0.536423082780253,0.1864200166064913,0.1
2018-12-27,0.5404652108329417,0.18502578518584814,0.1
2018-12-28,0.5491024764243276,0.1821153687945188,0.1
2018-12-31,0.5548096104993198,0.18024201114685381,0.1
2019-01-02,0.5633330710280006,0.17751487555579618,0.1
2019-01-03,0.5556796499020492,0.1799598024106645,0.1
2019-01-04,0.522634292952964,0.19133838201658113,0.1
2019-01-07,0.5292130440109191,0.1889598170938824,0.1
2019-01-08,0.5340692088089531,0.18724165024045028,0.1
2019-01-09,0.5418882177138763,0.1845399045985555,0.1
2019-01-10,0.5499103368769721,0.18184782735293872,0.1
2019-01-11,0.5586918975419592,0.17898952972105658,0.1
2019-01-14,0.5656986420377162,0.1767725650529895,0.1
2019-01-15,0.5715863357343189,0.17495169801694027,0.1
2019-01-16,0.5805172693624507,0.17226016395657676,0.1
2019-01-17,0.5860297414447658,0.1706398036274839,0.1
2019-01-18,0.5872266881470425,0.17029198777654983,0.1
2019-01-22,0.5880140280156229,0.17006396996593953,0.1
2019-01-23,0.5973830073001686,0.16739679364490653,0.1
2019-01-24,0.6068225656120032,0.1647928169895038,0.1
2019-01-25,0.6121888498357773,0.16334828709609053,0.1
2019-01-28,0.6195519098764076,0.16140697559942746,0.1
2019-01-29,0.6292990727991317,0.1589069558853766,0.1
2019-01-30,0.6250834190742602,0.15997864756690972,0.1
2019-01-31,0.6275571334386525,0.15934804127244553,0.1
2019-02-01,0.6375984778758411,0.1568385174524725,0.1
2019-02-04,0.6462517013023824,0.15473847078231492,0.1
2019-02-05,0.6545719972828866,0.15277158267554633,0.1
2019-02-06,0.6638227557614915,0.15064262129020708,0.1
2019-02-07,0.6700405912497684,0.1492446895097485,0.1
2019-02-08,0.6804632919002558,0.14695869886050852,0.1
2019-02-11,0.6913475559390867,0.14464504740190448,0.1
2019-02-12,0.687365853423879,0.1454829324178442,0.1
2019-02-13,0.6978185573602144,0.14330372694342083,0.1
2019-02-14,0.7087367345987797,0.14109611526854274,0.1
2019-02-15,0.706183247547786,0.1416063045211692,0.1
2019-02-19,0.7156703045594982,0.13972914533816091,0.1
2019-02-20,0.7262491670982978,0.13769378958401615,0.1
2019-02-21,0.7341829082209218,0.13620584037065211,0.1
2019-02-22,0.7418935639377138,0.1347902244484164,0.1
2019-02-25,0.7537475102803528,0.13267042164133383,0.1
2019-02-26,0.7657170517977021,0.13059654315549893,0.1
2019-02-27,0.7774396782422744,0.12862734280052643,0.1
2019-02-28,0.7880615932664138,0.12689363477988172,0.1
2019-03-01,0.7989764416880123,0.12516013587175132,0.1
2019-03-04,0.8112755908299446,0.12326267563122269,0.1
2019-03-05,0.8240572796755894,0.1213507877017572,0.1
2019-03-06,0.833304194447006,0.12000419614635638,0.1
2019-03-07,0.8395700091466124,0.1191085900050739,0.1
2019-03-08,0.8528413924857963,0.11725509676368746,0.1
2019-03-11,0.8399220829774119,0.1190586627339447,0.1
2019-03-12,0.8499068275620961,0.1176599560764133,0.1
2019-03-13,0.855948193535632,0.11682950061140253,0.1
2019-03-14,0.867711623060307,0.11524566151057525,0.1
2019-03-15,0.8774305251853506,0.11396913730449001,0.1
2019-03-18,0.8887638251537597,0.11251583060629139,0.1
2019-03-19,0.9027629617100607,0.11077104870427426,0.1
2019-03-20,0.9171838478746642,0.1090293949590631,0.1
2019-03-21,0.9103683405381227,0.10984564768683583,0.1
2019-03-22,0.8743865363406371,0.11436589636719056,0.1
2019-03-25,0.8882512147636759,0.11258076356991592,0.1
2019-03-26,0.8926693120263578,0.11202356645710176,0.1
2019-03-27,0.9035285839808004,0.11067718473212682,0.1
2019-03-28,0.9169734934207776,0.10905440638959926,0.1
2019-03-29,0.9233381712253916,0.10830268163536097,0.1
2019-04-01,0.9221989320359876,0.10843647343987342,0.1
2019-04-02,0.936954894747846,0.10672872361365067,0.1
2019-04-03,0.9519071463015368,0.10505226312096924,0.1
2019-04-04,0.9624691065926547,0.10389943876123076,0.1
2019-04-05,0.970193942142513,0.10307217521804612,0.1
2019-04-08,0.9856613312103641,0.10145472570908594,0.1
2019-04-09,0.9959285635671111,0.10040880807939741,0.1
2019-04-10,1.0097178275211118,0.09903756997685488,0.1
2019-04-11,1.0256542118854386,0.09749874649875626,0.1
2019-04-12,1.0312769375026414,0.09696716406958716,0.1
2019-04-15,1.0473981065735303,0.09547468089964484,0.1
2019-04-16,1.0640077076060865,0.0939842815847549,0.1
2019-04-17,1.0791360472196745,0.09266672191856037,0.1
2019-04-18,1.0953399152726426,0.09129586040431008,0.1
2019-04-22,1.1127100379655093,0.0898706730307215,0.1
2019-04-23,1.112034221504705,0.08992529012703313,0.1
2019-04-24,1.1292612805882767,0.08855346563189173,0.1
2019-04-25,1.1455727992895806,0.08729257543651031,0.1
2019-04-26,1.151207781838031,0.0868652918939958,0.1
2019-04-29,1.1696088128972844,0.08549867177581028,0.1
2019-04-30,1.1835233214295389,0.08449347654528117,0.1
2019-05-01,1.1582492893336447,0.08633719953114001,0.1
2019-05-02,1.1706447429194449,0.08542301206650639,0.1
2019-05-03,1.145638540430916,0.08728756625312763,0.1
2019-05-06,1.156181089822422,0.08649164121457739,0.1
2019-05-07,1.1001621581691061,0.0908956913828234,0.1
2019-05-08,1.1155035310062564,0.08964561493569952,0.1
2019-05-09,1.1310399065457006,0.08841421016293682,0.1
2019-05-10,1.130725581152167,0.08843878803741553,0.1
2019-05-13,1.0194280213982811,0.09809422333009515,0.1
2019-05-14,1.0216700463381756,0.09787895843517734,0.1
2019-05-15,1.0289940473342565,0.09718229202497632,0.1
2019-05-16,1.0272057923745523,0.09735147595773758,0.1
2019-05-17,1.0321022949696503,0.09688962081315841,0.1
2019-05-20,1.0376855713813282,0.09636830534984094,0.1
2019-05-21,1.0323452053055102,0.09686682273145852,0.1
2019-05-22,1.0460415151845173,0.09559850020136193,0.1
2019-05-23,1.0332075167047132,0.09678597801817931,0.1
2019-05-24,1.0488101216531966,0.09534614315351389,0.1
2019-05-28,1.0397401203822105,0.09617787949092492,0.1
2019-05-29,1.0434780843138463,0.09583334954826236,0.1
2019-05-30,1.05759345905217,0.09455429129603486,0.1
2019-05-31,1.0465566198821228,0.0955514475760168,0.1
2019-06-03,1.056175627482322,0.09468122289318193,0.1
2019-06-04,0.9663104462255263,0.10348641100860158,0.1
2019-06-05,0.9699663017480347,0.10309636512091604,0.1
2019-06-06,0.9671369157656146,0.10339797640837338,0.1
2019-06-07,0.9596465179975945,0.1042050360466693,0.1
2019-06-10,0.9747970387892627,0.10258545730114654,0.1
2019-06-11,0.9903526164256252,0.10097413622323674,0.1
2019-06-12,1.0061646421061485,0.09938731278677769,0.1
2019-06-13,1.011431941942237,0.0988697270208528,0.1
2019-06-14,1.0275117676595953,0.09732248636701651,0.1
2019-06-17,1.0439498992828211,0.09579003749959514,0.1
2019-06-18,1.032865694773606,0.09681800887183016,0.1
2019-06-19,1.047288633264714,0.09548466088882289,0.1
2019-06-20,1.0116551391284534,0.09884791381196419,0.1
2019-06-21,1.0276664809259997,0.09730783464874031,0.1
2019-06-24,1.0439089983724732,0.09579379060426432,0.1
2019-06-25,1.0450034947267837,0.09569345988277773,0.1
2019-06-26,1.056350183426916,0.0946655773519999,0.1
2019-06-27,1.0684247634909048,0.09359573403490407,0.1
2019-06-28,1.0707846315656284,0.09338946138383292,0.1
2019-07-01,1.0821442170125959,0.09240912479859976,0.1
2019-07-02,1.0902692178118876,0.09172046533671262,0.1
2019-07-03,1.084167192907267,0.09223669619797599,0.1
2019-07-05,1.0957114907543832,0.09126490033535314,0.1
2019-07-08,1.1046594343868816,0.09052563793609651,0.1
2019-07-09,1.122331884281393,0.08910020413794806,0.1
2019-07-10,1.1303336247125375,0.0884694552242765,0.1
2019-07-11,1.1482650552444067,0.0870879067017459,0.1
2019-07-12,1.1530216659998136,0.08672863914771933,0.1
2019-07-15,1.1714271507234946,0.0853659571901148,0.1
2019-07-16,1.1831459002005082,0.08452042979910843,0.1
2019-07-17,1.1942488931561548,0.08373463904640557,0.1
2019-07-18,1.2025278307580634,0.08315815854088038,0.1
2019-07-19,1.2016171786337297,0.08322118040431364,0.1
2019-07-22,1.2200798302524822,0.0819618499711663,0.1
2019-07-23,1.2225645876403253,0.0817952695595496,0.1
2019-07-24,1.2319720500505804,0.08117067265924933,0.1
2019-07-25,1.2342331550415462,0.08102196865440213,0.1
2019-07-26,1.2333474456207079,0.08108015332992637,0.1
2019-07-29,1.2525936623738598,0.07983434932161836,0.1
2019-07-30,1.27261875270127,0.07857812859329573,0.1
2019-07-31,1.2282717360335,0.08141520892024547,0.1
2019-08-01,1.2392026048867388,0.08069705438453291,0.1
2019-08-02,1.2377754580815432,0.08079009754725006,0.1
2019-08-05,1.024811956395637,0.09757887715489746,0.1
2019-08-06,0.9939598361370664,0.10060768691483633,0.1
2019-08-07,1.0066167935384018,0.09934267006264194,0.1
2019-08-08,0.9304032465965775,0.10748027843389499,0.1
2019-08-09,0.9339837185499456,0.10706824756565864,0.1
2019-08-12,0.9322449512958507,0.10726794482608543,0.1
2019-08-13,0.9176026328536598,0.10897963499626107,0.1
2019-08-14,0.8135490170149944,0.1229182236208847,0.1
2019-08-15,0.8232981803737268,0.12146267583708997,0.1
2019-08-16,0.8126883093747945,0.12304840471610887,0.1
2019-08-19,0.8129224038194496,0.12301297089384935,0.1
2019-08-20,0.8215891977764069,0.12171532959615994,0.1
2019-08-21,0.8283686657266944,0.1207191968231609,0.1
2019-08-22,0.8412555603277825,0.11886994240018636,0.1
2019-08-23,0.7882286546620519,0.12686674026444061,0.1
2019-08-26,0.7888049285063053,0.12677405577239703,0.1
2019-08-27,0.8014146905050805,0.12477934480708906,0.1
2019-08-28,0.8067463166204129,0.12395470290947931,0.1
2019-08-29,0.8017215019879887,0.12473159289358587,0.1
2019-08-30,0.8145184385282958,0.12277192911763173,0.1
2019-09-03,0.8262299761144342,0.12103167748799984,0.1
2019-09-04,0.8195910297863057,0.12201207232108591,0.1
2019-09-05,0.8272851927957,0.12087729947403426,0.1
2019-09-06,0.840329956579522,0.11900087485520554,0.1
2019-09-09,0.8537164292234785,0.11713491339385115,0.1
2019-09-10,0.8673691992343121,0.11529115869952156,0.1
2019-09-11,0.8720121092391533,0.11467730658838196,0.1
2019-09-12,0.8850520612967083,0.11298770363122809,0.1
2019-09-13,0.8982560614093469,0.11132683017257004,0.1
2019-09-16,0.9125943398860271,0.10957771227519217,0.1
2019-09-17,0.9253412902206073,0.1080682349926905,0.1
2019-09-18,0.9401476588493438,0.10636627029672234,0.1
2019-09-19,0.9550912364136743,0.10470203912193313,0.1
2019-09-20,0.9700536098544534,0.1030870860992971,0.1
2019-09-23,0.9855062916060018,0.10147068654126794,0.1
2019-09-24,0.994482237680729,0.10055483769445087,0.1
2019-09-25,1.0097291067690826,0.09903646367091333,0.1
2019-09-26,1.0247660154029026,0.09758325168568696,0.1
2019-09-27,1.035599353972747,0.09656243953453801,0.1
2019-09-30,1.0500827115746243,0.09523059364537827,0.1
2019-10-01,1.0186204587747023,0.09817199246153953,0.1
2019-10-02,0.9595703324352476,0.10421330945717631,0.1
2019-10-03,0.957600253955057,0.10442770831250563,0.1
2019-10-04,0.9313034201525849,0.10737639080463807,0.1
2019-10-07,0.9370193487303825,0.10672138215234865,0.1
2019-10-08,0.9085742548267065,0.11006255071477139,0.1
2019-10-09,0.9089361389314562,0.11001873037808776,0.1
2019-10-10,0.919710923930589,0.10872981650867838,0.1
2019-10-11,0.9184939392283713,0.10887388117553636,0.1
2019-10-14,0.9328773290002981,0.10719523016725391,0.1
2019-10-15,0.9391009249846706,0.10648482749778183,0.1
2019-10-16,0.9540159440271194,0.10482005109671139,0.1
2019-10-17,0.9671900994443312,0.10339229077867099,0.1
2019-10-18,0.9794592779084319,0.10209714916738871,0.1
2019-10-21,0.9888945050919542,0.10112302119698938,0.1
2019-10-22,1.004717771576642,0.09953043812798905,0.1
2019-10-23,1.0159619302990686,0.09842888499824302,0.1
2019-10-24,1.031990007441563,0.09690016306254065,0.1
2019-10-25,1.0455377910368195,0.09564455809945795,0.1
2019-10-28,1.062115879444266,0.09415168526839397,0.1
2019-10-29,1.079015619470875,0.09267706434966877,0.1
2019-10-30,1.0910750903723638,0.09165272022283255,0.1
2019-10-31,1.1083460537070362,0.09022452840025406,0.1
2019-11-01,1.0930697121640585,0.0914854733299856,0.1
2019-11-04,1.107409917487507,0.09030079866620676,0.1
2019-11-05,1.1210568035014077,0.08920154597667936,0.1
2019-11-06,1.1389340455574395,0.0878013967446693,0.1
2019-11-07,1.1568424181010735,0.08644219682413391,0.1
2019-11-08,1.1753461937123715,0.08508131522011107,0.1
2019-11-11,1.1902517663891574,0.08401583834936702,0.1
2019-11-12,1.206455455242747,0.08288743655262375,0.1
2019-11-13,1.2249610768597035,0.08163524693891408,0.1
2019-11-14,1.2384024734676988,0.08074919272406339,0.1
2019-11-15,1.2414211285348515,0.08055284198201289,0.1
2019-11-18,1.261253095544873,0.079286227604301,0.1
2019-11-19,1.2805740333730427,0.07808997948880719,0.1
2019-11-20,1.3003261914706616,0.07690378049441622,0.1
2019-11-21,1.3201226793290846,0.07575053558720937,0.1
2019-11-22,1.3389815028769763,0.07468363064399096,0.1
2019-11-25,1.3401092454714725,0.07462078210259519,0.1
2019-11-26,1.355266879520768,0.07378620514607478,0.1
2019-11-27,1.3698610658733859,0.07300010379975487,0.1
2019-11-29,1.383656098119759,0.07227229377002663,0.1
2019-12-02,1.3514001592003941,0.07399732737871564,0.1
2019-12-03,1.3635323288230699,0.07333892852127298,0.1
2019-12-04,1.3620537888558384,0.0734185395747129,0.1
2019-12-05,1.3832410571753082,0.07229397904383218,0.1
2019-12-06,1.368472100303613,0.07307419711210314,0.1
2019-12-09,1.3858903381854815,0.07215578119328547,0.1
2019-12-10,1.4076500231623474,0.07104038529075972,0.1
2019-12-11,1.4152533441410435,0.0706587272264619,0.1
2019-12-12,1.4049713262096355,0.07117582980841491,0.1
2019-12-13,1.4265023954124496,0.0701015296725714,0.1
2019-12-16,1.4188481533091457,0.07047970550391343,0.1
2019-12-17,1.4413237890930901,0.0693806629410606,0.1
2019-12-18,1.4643201306646216,0.0682910778223149,0.1
2019-12-19,1.4744271632590176,0.0678229501543934,0.1
2019-12-20,1.471487091226523,0.0679584622904489,0.1
2019-12-23,1.4943597701672227,0.06691828968924247,0.1
2019-12-24,1.51607000841508,0.06596001467276656,0.1
2019-12-26,1.514623348951373,0.0660230149424499,0.1
2019-12-27,1.5386323206871169,0.0649927852518673,0.1
2019-12-30,1.5386616360565673,0.06499154697603939,0.1
2019-12-31,1.5587703479739636,0.06415313206976037,0.1
2020-01-02,1.5348236525732881,0.06515406498482078,0.1
2020-01-03,1.5456010182418152,0.06469975033644461,0.1
2020-01-06,1.5571820624500057,0.06421856660913763,0.1
2020-01-07,1.5752242867984785,0.06348302323553065,0.1
2020-01-08,1.5984704231257494,0.06255980627058068,0.1
2020-01-09,1.5860401292476147,0.06305010709119824,0.1
2020-01-10,1.6076250399679988,0.062203559607401114,0.1
2020-01-13,1.6023856873396007,0.06240694783415559,0.1
2020-01-14,1.6280228069079616,0.06142420092377329,0.1
2020-01-15,1.6328403443848671,0.0612429747610582,0.1
2020-01-16,1.607825036944918,0.062195822121300794,0.1
2020-01-17,1.6283434295763728,0.06141210642893425,0.1
2020-01-21,1.645800463342421,0.06076070716185858,0.1
2020-01-22,1.6719238410557107,0.059811336823127385,0.1
2020-01-23,1.6944484119653438,0.05901625525678458,0.1
2020-01-24,1.6515494203046077,0.06054920232514523,0.1
2020-01-27,1.5003015280826628,0.06665326811190868,0.1
2020-01-28,1.4822591599066575,0.06746458561692904,0.1
2020-01-29,1.505511752784151,0.06642259671176227,0.1
2020-01-30,1.522591537942735,0.06567749623455547,0.1
2020-01-31,1.3427766176812603,0.07447255089434195,0.1
2020-02-03,1.3463497337672696,0.07427490606039369,0.1
2020-02-04,1.313855181930116,0.07611188917571206,0.1
2020-02-05,1.2418343802865066,0.08052603598954054,0.1
2020-02-06,1.2587196933455342,0.0794458055504092,0.1
2020-02-07,1.2696733979827233,0.07876041205469182,0.1
2020-02-10,1.274164086097795,0.07848282736194212,0.1
2020-02-11,1.290974009738985,0.07746089328337327,0.1
2020-02-12,1.2913689073517725,0.07743720592210274,0.1
2020-02-13,1.3118459577849537,0.07622846219601086,0.1
2020-02-14,1.330848974570076,0.07514000604937499,0.1
2020-02-18,1.3521385665661834,0.0739569171922627,0.1
2020-02-19,1.3614543289379515,0.07345086638198756,0.1
2020-02-20,1.3820506009156064,0.07235625087370184,0.1
2020-02-21,1.3789618553266563,0.07251832210856292,0.1
2020-02-24,1.023640262111066,0.09769056933513807,0.1
2020-02-25,0.8129607521004092,0.12300716823245725,0.1
2020-02-26,0.8184153705980806,0.12218734348417984,0.1
2020-02-27,0.6431882065957892,0.15547548753928703,0.1
2020-02-28,0.6403349855592143,0.1561682592005628,0.1
2020-03-02,0.5355884542364856,0.186710522247079,0.1
2020-03-03,0.5275169634138566,0.18956736358361675,0.1
2020-03-04,0.5,0.20946513318387813,0.1
2020-03-05,0.5,0.21630344471394136,0.1
2020-03-06,0.5,0.21561075967012272,0.1
2020-03-09,0.5,0.2855711881658978,0.1
2020-03-10,0.5,0.2939822599840895,0.1
2020-03-11,0.5,0.3153135822968688,0.1
2020-03-12,0.5,0.3922920794614644,0.1
2020-03-13,0.5,0.42845843426499425,0.1
2020-03-16,0.5,0.493554820109576,0.1
2020-03-17,0.5,0.5019596630514521,0.1
2020-03-18,0.5,0.5184506146762378,0.1
2020-03-19,0.5,0.5105239892149511,0.1
2020-03-20,0.5,0.5081183838328166,0.1
2020-03-23,0.5,0.5040666773821436,0.1
2020-03-24,0.5,0.5534201671391932,0.1
2020-03-25,0.5,0.546165775216489,0.1
2020-03-26,0.5,0.5566392690640076,0.1
2020-03-27,0.5,0.5521361510981396,0.1
2020-03-30,0.5,0.5477655658135162,0.1
2020-03-31,0.5,0.5409491535624269,0.1
2020-04-01,0.5,0.539479265750467,0.1
2020-04-02,0.5,0.5346830332600225,0.1
2020-04-03,0.5,0.5271794083760928,0.1
2020-04-06,0.5,0.5403288210555146,0.1
2020-04-07,0.5,0.5318213124126798,0.1
2020-04-08,0.5,0.5289050324434268,0.1
2020-04-09,0.5,0.5229133067468228,0.1
2020-04-13,0.5,0.5153502688174992,0.1
2020-04-14,0.5,0.5104776876039404,0.1
2020-04-15,0.5,0.504777497356299,0.1
2020-04-16,0.5,0.49683261392698497,0.1
2020-04-17,0.5,0.49333616400691727,0.1
2020-04-20,0.5,0.48712419402713203,0.1
2020-04-21,0.5,0.48256570647602715,0.1
2020-04-22,0.5,0.4774439615332594,0.1
2020-04-23,0.5,0.4700071838148911,0.1
2020-04-24,0.5,0.46332619938297914,0.1
2020-04-27,0.5,0.45680681866176376,0.1
2020-04-28,0.5,0.44968814505775956,0.1
2020-04-29,0.5,0.4455926121613478,0.1
2020-04-30,0.5,0.44052099588540455,0.1
2020-05-01,0.5,0.43668038982104734,0.1
2020-05-04,0.5,0.42989284153318486,0.1
2020-05-05,0.5,0.4232865826454264,0.1
2020-05-06,0.5,0.4182193732273885,0.1
2020-05-07,0.5,0.41336793536052235,0.1
2020-05-08,0.5,0.40870953193271126,0.1
